NIM,JumlahSKS,Semester,IPK,Lulus
B011181017,20,1,3.8875,1
B011181022,20,1,3.8875,1
B011181024,20,1,3.8875,1
B011181033,20,1,3.8875,1
B011181047,20,1,3.8875,1
B011181075,20,1,3.8875,1
B011181076,20,1,3.8875,1
B011181081,20,1,3.8875,1
B011181085,20,1,3.8875,1
B011181338,20,1,3.8875,1
B011181340,20,1,3.8875,1
B011181417,20,1,3.8875,1
B011181423,20,1,3.8875,1
B011181430,20,1,3.8875,1
B011181444,20,1,3.8875,1
B011181526,20,1,3.8875,1
B011181550,20,1,3.8875,1
D051181004,20,1,3.8875,1
F022181007,20,1,3.8875,1
G011181019,20,1,3.8875,1
G011181057,20,1,3.8875,1
G011181357,20,1,3.8875,1
G011181358,20,1,3.8875,1
G011181372,20,1,3.8875,1
G011181467,20,1,3.8875,1
G012181006,20,1,3.8875,1
H031181003,20,1,3.8875,1
H031181005,20,1,3.8875,1
H031181034,20,1,3.8875,1
R011181030,20,1,3.8875,1
R011181043,20,1,3.8875,1
R011181048,20,1,3.8875,1
A31115719,20,1,3.9,0
B011181007,20,1,3.9,1
B011181013,20,1,3.9,1
B011181026,20,1,3.9,1
B011181040,20,1,3.9,1
B011181069,20,1,3.9,1
B011181086,20,1,3.9,1
B011181091,20,1,3.9,1
B011181101,20,1,3.9,1
B011181102,20,1,3.9,1
B011181123,20,1,3.9,1
B011181305,20,1,3.9,1
B011181312,20,1,3.9,1
B011181352,20,1,3.9,1
B011181373,20,1,3.9,1
B011181386,20,1,3.9,1
B011181393,20,1,3.9,1
B011181399,20,1,3.9,1
B011181424,20,1,3.9,1
B011181452,20,1,3.9,1
B011181465,20,1,3.9,1
B011181501,20,1,3.9,1
B011181534,20,1,3.9,1
B011181569,20,1,3.9,1
B011181594,20,1,3.9,1
C011181014,20,1,3.9,1
C011181054,20,1,3.9,1
C011181058,20,1,3.9,1
C011181059,20,1,3.9,1
C011181082,20,1,3.9,1
C011181083,20,1,3.9,1
C011181103,20,1,3.9,1
C011181385,20,1,3.9,1
D051181024,20,1,3.9,1
D051181311,20,1,3.9,1
D051181508,20,1,3.9,1
F042181003,20,1,3.9,1
G011181104,20,1,3.9,1
G011181405,20,1,3.9,1
G011181515,20,1,3.9,1
N014181014,20,1,3.9,1
N014181038,20,1,3.9,1
N014181067,20,1,3.9,1
R011181358,20,1,3.9,1
B011181011,20,1,3.9125,1
B011181014,20,1,3.9125,1
B011181044,20,1,3.9125,1
B011181048,20,1,3.9125,1
B011181065,20,1,3.9125,1
B011181088,20,1,3.9125,1
B011181090,20,1,3.9125,1
B011181105,20,1,3.9125,1
B011181337,20,1,3.9125,1
B011181347,20,1,3.9125,1
B011181354,20,1,3.9125,1
B011181458,20,1,3.9125,1
B011181473,20,1,3.9125,1
B011181504,20,1,3.9125,1
B011181520,20,1,3.9125,1
B011181522,20,1,3.9125,1
B011181546,20,1,3.9125,1
B011181566,20,1,3.9125,1
D051181009,20,1,3.9125,1
G011181330,20,1,3.9125,1
G011181385,20,1,3.9125,1
G011181421,20,1,3.9125,1
G011181443,20,1,3.9125,1
H051181303,20,1,3.9125,1
A31115709,20,1,3.925,0
A31115711,20,1,3.925,0
A31115715,20,1,3.925,0
A31115716,20,1,3.925,0
A31115718,20,1,3.925,0
A31115720,20,1,3.925,0
A31115722,20,1,3.925,0
A31115725,20,1,3.925,0
A31115737,20,1,3.925,0
A31115738,20,1,3.925,0
B011181002,20,1,3.925,1
B011181010,20,1,3.925,1
B011181018,20,1,3.925,1
B011181019,20,1,3.925,1
B011181074,20,1,3.925,1
B011181077,20,1,3.925,1
B011181107,20,1,3.925,1
B011181126,20,1,3.925,1
D051181006,20,1,3.925,1
D051181014,20,1,3.925,1
F022181004,20,1,3.925,1
G011181090,20,1,3.925,1
G011181309,20,1,3.925,1
G011181344,20,1,3.925,1
G011181364,20,1,3.925,1
G011181389,20,1,3.925,1
G011181423,20,1,3.925,1
I011181361,20,1,3.925,1
N014181730,20,1,3.925,1
R011181326,20,1,3.925,1
B011181009,20,1,3.9375,1
B011181030,20,1,3.9375,1
B011181045,20,1,3.9375,1
B011181059,20,1,3.9375,1
B011181064,20,1,3.9375,1
B011181351,20,1,3.9375,1
B011181353,20,1,3.9375,1
B011181448,20,1,3.9375,1
B011181476,20,1,3.9375,1
B011181477,20,1,3.9375,1
B011181510,20,1,3.9375,1
G011181002,20,1,3.9375,1
G011181414,20,1,3.9375,1
G011181424,20,1,3.9375,1
G011181438,20,1,3.9375,1
G011181459,20,1,3.9375,1
H031181325,20,1,3.9375,1
K21111615,20,1,3.9375,0
R011181007,20,1,3.9375,1
A31115721,20,1,3.95,0
B011181005,20,1,3.95,1
B011181032,20,1,3.95,1
B011181053,20,1,3.95,1
B011181055,20,1,3.95,1
B011181066,20,1,3.95,1
B011181078,20,1,3.95,1
B011181084,20,1,3.95,1
B011181108,20,1,3.95,1
B011181120,20,1,3.95,1
B011181314,20,1,3.95,1
B011181330,20,1,3.95,1
B011181348,20,1,3.95,1
B011181420,20,1,3.95,1
B011181447,20,1,3.95,1
B011181463,20,1,3.95,1
B011181464,20,1,3.95,1
B011181514,20,1,3.95,1
B011181527,20,1,3.95,1
B011181532,20,1,3.95,1
B011181571,20,1,3.95,1
B011181583,20,1,3.95,1
D051181313,20,1,3.95,1
D051181330,20,1,3.95,1
D31112003,20,1,3.95,0
I011181439,20,1,3.95,1
N014181034,20,1,3.95,1
A31115713,20,1,3.9625,0
A31115726,20,1,3.9625,0
B011181012,20,1,3.9625,1
B011181038,20,1,3.9625,1
B011181042,20,1,3.9625,1
B011181071,20,1,3.9625,1
B011181094,20,1,3.9625,1
B011181110,20,1,3.9625,1
B011181356,20,1,3.9625,1
B011181360,20,1,3.9625,1
B011181381,20,1,3.9625,1
B011181429,20,1,3.9625,1
B011181467,20,1,3.9625,1
B011181502,20,1,3.9625,1
B011181555,20,1,3.9625,1
B011181561,20,1,3.9625,1
G011181001,20,1,3.9625,1
G011181365,20,1,3.9625,1
G011181447,20,1,3.9625,1
G012181007,20,1,3.9625,1
R011181330,20,1,3.9625,1
A31115707,20,1,3.975,0
B011181029,20,1,3.975,1
B011181056,20,1,3.975,1
B011181060,20,1,3.975,1
B011181114,20,1,3.975,1
B011181368,20,1,3.975,1
B011181374,20,1,3.975,1
B011181419,20,1,3.975,1
B011181435,20,1,3.975,1
B011181459,20,1,3.975,1
B011181508,20,1,3.975,1
B011181573,20,1,3.975,1
B011181586,20,1,3.975,1
D051181007,20,1,3.975,1
D31112005,20,1,3.975,0
B011181479,20,1,3.9875,1
A31115701,20,1,4,0
A31115705,20,1,4,0
A31115708,20,1,4,0
A31115727,20,1,4,0
A31115728,20,1,4,0
B011181016,20,1,4,1
B011181035,20,1,4,1
B011181036,20,1,4,1
B011181041,20,1,4,1
B011181058,20,1,4,1
B011181096,20,1,4,1
B011181371,20,1,4,1
B011181427,20,1,4,1
B011181471,20,1,4,1
B011181478,20,1,4,1
B011181523,20,1,4,1
C011181002,20,1,4,1
C011181004,20,1,4,1
C011181005,20,1,4,1
C011181010,20,1,4,1
C011181011,20,1,4,1
C011181021,20,1,4,1
C011181026,20,1,4,1
C011181029,20,1,4,1
C011181032,20,1,4,1
C011181048,20,1,4,1
C011181050,20,1,4,1
C011181057,20,1,4,1
C011181062,20,1,4,1
C011181067,20,1,4,1
C011181071,20,1,4,1
C011181080,20,1,4,1
C011181093,20,1,4,1
C011181095,20,1,4,1
C011181097,20,1,4,1
C011181098,20,1,4,1
C011181509,20,1,4,1
C011181514,20,1,4,1
C011181539,20,1,4,1
C011181568,20,1,4,1
G011181108,20,1,4,1
D22109290,21,5,0.928571429,0
D12111105,21,5,1.976190476,0
E13111114,21,5,2.142857143,0
A31111305,21,5,2.464285714,0
B11110320,21,4,0.285714286,0
D11108270,21,4,1.214285714,0
E51110254,21,4,1.357142857,0
B11109184,21,4,1.5,0
A21111905,21,4,2.357142857,0
D41109003,21,4,2.488095238,0
E13110109,21,4,2.75,0
L22111275,21,4,2.857142857,0
D22110103,21,4,3.19047619,0
E51111261,21,4,3.19047619,0
B11108281,21,4,3.928571429,0
D42109004,21,3,0.678571429,0
D62109255,21,3,1.19047619,0
G11110302,21,3,1.928571429,0
M11110284,21,3,2.107142857,0
A31110010,21,3,2.178571429,0
D11109256,21,3,2.178571429,0
E11111279,21,3,2.392857143,0
M11110285,21,3,2.428571429,0
K11111313,21,3,2.595238095,0
E13110009,21,3,2.642857143,0
I11110267,21,3,2.678571429,0
H11111280,21,3,2.714285714,0
M11110288,21,3,2.714285714,0
D51111112,21,3,2.761904762,0
E51111002,21,3,2.785714286,0
G11110304,21,3,2.785714286,0
E12111901,21,3,2.821428571,0
A11111253,21,3,2.857142857,0
D51111302,21,3,3.05952381,0
E11111268,21,3,3.071428571,0
D12109270,21,3,3.107142857,0
E12111273,21,3,3.142857143,0
H41111313,21,3,3.25,0
E12109101,21,3,3.285714286,0
A21111130,21,3,3.321428571,0
G41110279,21,3,3.345238095,0
H41111267,21,3,3.357142857,0
H31110005,21,3,3.369047619,0
H41111251,21,3,3.392857143,0
K11111407,21,3,3.416666667,0
D11111271,21,3,3.476190476,0
E12111003,21,3,3.5,0
E51111275,21,3,3.5,0
D62109278,21,3,3.535714286,0
E12111107,21,3,3.535714286,0
E12111261,21,3,3.571428571,0
H41111270,21,3,3.607142857,0
D22114709,21,3,3.619047619,0
E12111270,21,3,3.714285714,0
E51111263,21,3,3.714285714,0
K11111409,21,3,3.761904762,0
E51111251,21,3,3.785714286,0
E21111005,21,3,3.928571429,0
A21112027,21,2,0,0
A21112287,21,2,0,0
D51110288,21,2,0,0
G11112292,21,2,0,0
H12110259,21,2,0,0
E41110252,21,2,0.428571429,0
I21110264,21,2,0.535714286,0
M11108323,21,2,0.571428571,0
D41115713,21,2,1.202380952,0
M11108337,21,2,1.357142857,0
D21109268,21,2,1.535714286,0
H11109273,21,2,1.607142857,0
I31107062,21,2,2.047619048,0
D51110284,21,2,2.071428571,0
I31110274,21,2,2.107142857,0
I31107054,21,2,2.119047619,0
E11111001,21,2,2.464285714,0
E11111104,21,2,2.464285714,0
B11112622,21,2,2.523809524,0
D61109267,21,2,2.523809524,0
D51110295,21,2,2.726190476,0
L11110904,21,2,2.821428571,0
A21111105,21,2,2.892857143,0
H12111274,21,2,2.892857143,0
E11111102,21,2,2.928571429,0
H12111264,21,2,2.964285714,0
A11111260,21,2,3,0
D51111101,21,2,3.011904762,0
B012171021,21,2,3.095238095,0
H12111002,21,2,3.107142857,0
D33110265,21,2,3.130952381,0
H12110262,21,2,3.142857143,0
F51111633,21,2,3.166666667,0
N11110292,21,2,3.166666667,0
D52111278,21,2,3.19047619,0
L11110251,21,2,3.202380952,0
C11111205,21,2,3.214285714,0
H12111293,21,2,3.214285714,0
H12111267,21,2,3.25,0
C11111896,21,2,3.273809524,0
A21111279,21,2,3.285714286,0
H31110278,21,2,3.285714286,0
H41111008,21,2,3.285714286,0
L21111267,21,2,3.285714286,0
D32112274,21,2,3.321428571,0
H12111271,21,2,3.321428571,0
K11113718,21,2,3.333333333,0
F81110256,21,2,3.357142857,0
N11110254,21,2,3.380952381,0
H41111272,21,2,3.392857143,0
H41111301,21,2,3.392857143,0
H41111310,21,2,3.392857143,0
N11110305,21,2,3.404761905,0
H11111001,21,2,3.428571429,0
H41111277,21,2,3.428571429,0
L21111258,21,2,3.428571429,0
L21111268,21,2,3.428571429,0
C11111343,21,2,3.44047619,0
A21111277,21,2,3.464285714,0
H11111008,21,2,3.464285714,0
L21110259,21,2,3.5,0
C11111336,21,2,3.511904762,0
L21111251,21,2,3.535714286,0
D52111275,21,2,3.55952381,0
E31111294,21,2,3.571428571,0
H12111905,21,2,3.571428571,0
B11111908,21,2,3.583333333,0
H41111275,21,2,3.607142857,0
M012172001,21,2,3.607142857,0
N013172003,21,2,3.619047619,0
A21111119,21,2,3.642857143,0
H11111270,21,2,3.642857143,0
H11111902,21,2,3.642857143,0
B11111080,21,2,3.654761905,0
D52111256,21,2,3.666666667,0
M012172011,21,2,3.678571429,0
E31111114,21,2,3.702380952,0
E31111261,21,2,3.714285714,0
H41111284,21,2,3.714285714,0
H41111324,21,2,3.714285714,0
B11111041,21,2,3.726190476,0
E31111007,21,2,3.738095238,0
E31111904,21,2,3.738095238,0
L21111004,21,2,3.75,0
B11111043,21,2,3.785714286,0
H11111012,21,2,3.785714286,0
H11111904,21,2,3.785714286,0
M012172012,21,2,3.785714286,0
D52111011,21,2,3.797619048,0
D52111262,21,2,3.797619048,0
D52111003,21,2,3.80952381,0
D52111263,21,2,3.821428571,0
E012171010,21,2,3.821428571,0
D52111110,21,2,3.833333333,0
D52111269,21,2,3.833333333,0
D52111012,21,2,3.857142857,0
D52111270,21,2,3.857142857,0
H41111004,21,2,3.857142857,0
M012172006,21,2,3.857142857,0
D52111001,21,2,3.880952381,0
D52111260,21,2,3.880952381,0
D52111267,21,2,3.880952381,0
D52111254,21,2,3.892857143,0
H11111260,21,2,3.892857143,0
M012172005,21,2,3.892857143,0
D52111105,21,2,3.904761905,0
D52111010,21,2,3.916666667,0
D52111104,21,2,3.916666667,0
D52111255,21,2,3.916666667,0
D52111013,21,2,3.928571429,0
D52111251,21,2,3.928571429,0
M012172007,21,2,3.928571429,0
M012172009,21,2,3.928571429,0
D52111015,21,2,3.94047619,0
D52111266,21,2,3.94047619,0
D52111006,21,2,3.964285714,0
M012172008,21,2,3.964285714,1
M012172010,21,2,3.964285714,1
D52111014,21,2,3.976190476,0
D52111265,21,2,3.976190476,0
A31112267,21,1,0,0
B11113713,21,1,0,0
C11112602,21,1,0,0
C13114314,21,1,0,0
D041171523,21,1,0,0
D061181038,21,1,0,0
D061181302,21,1,0,0
D061181334,21,1,0,0
D061181348,21,1,0,0
D11114008,21,1,0,0
D11114033,21,1,0,0
D11114310,21,1,0,0
D11114319,21,1,0,0
D12115304,21,1,0,0
D41114011,21,1,0,0
D41114013,21,1,0,0
D41114018,21,1,0,0
D41114316,21,1,0,0
D41114317,21,1,0,0
D41114517,21,1,0,0
D51113306,21,1,0,0
D51113326,21,1,0,0
D51115012,21,1,0,0
D61114314,21,1,0,0
D61114315,21,1,0,0
D61116512,21,1,0,0
D62114002,21,1,0,0
D62116011,21,1,0,0
E31115302,21,1,0,0
G11112032,21,1,0,0
G11114076,21,1,0,0
G21114024,21,1,0,0
G21116511,21,1,0,0
G31114017,21,1,0,0
G31114509,21,1,0,0
G41113310,21,1,0,0
H21115516,21,1,0,0
H22114504,21,1,0,0
I11113044,21,1,0,0
I11113361,21,1,0,0
I11113364,21,1,0,0
I11114323,21,1,0,0
I11114538,21,1,0,0
I11115092,21,1,0,0
I21107017,21,1,0,0
M11113004,21,1,0,0
M11113057,21,1,0,0
M11113307,21,1,0,0
M11113322,21,1,0,0
N11115027,21,1,0,0
N11115050,21,1,0,0
N11115076,21,1,0,0
Q11112264,21,1,0,0
D111171508,21,1,0.095238095,0
A31112318,21,1,0.142857143,0
A31112904,21,1,0.142857143,0
D111181004,21,1,0.142857143,0
D61114305,21,1,0.142857143,0
D061171318,21,1,0.19047619,0
D131181020,21,1,0.261904762,0
D131181026,21,1,0.261904762,0
I11114055,21,1,0.261904762,0
I11114065,21,1,0.261904762,0
A31112004,21,1,0.285714286,0
D061171317,21,1,0.285714286,0
D11114527,21,1,0.285714286,0
D111181024,21,1,0.285714286,0
M011181394,21,1,0.285714286,0
D11115324,21,1,0.333333333,0
G11115302,21,1,0.333333333,0
G11115310,21,1,0.333333333,0
I11115008,21,1,0.333333333,0
B11113379,21,1,0.357142857,0
L21115518,21,1,0.369047619,0
D111181301,21,1,0.380952381,0
D111181511,21,1,0.380952381,0
D41114309,21,1,0.380952381,0
D51115701,21,1,0.380952381,0
M011181301,21,1,0.380952381,0
A21112907,21,1,0.392857143,0
B11113343,21,1,0.392857143,0
B11113350,21,1,0.392857143,0
D41114506,21,1,0.392857143,0
D41114314,21,1,0.428571429,0
D41115307,21,1,0.428571429,0
L11115039,21,1,0.428571429,0
I11116522,21,1,0.452380952,0
G21115702,21,1,0.476190476,0
M011181358,21,1,0.476190476,0
B11113085,21,1,0.5,0
D111181510,21,1,0.5,0
I11113357,21,1,0.5,0
L21115515,21,1,0.5,0
N11115029,21,1,0.5,0
D041171520,21,1,0.523809524,0
D111181015,21,1,0.523809524,0
D11114036,21,1,0.535714286,0
I11113377,21,1,0.535714286,0
D111181022,21,1,0.571428571,0
D12114304,21,1,0.571428571,0
H41111329,21,1,0.571428571,0
M011181520,21,1,0.571428571,0
L11115036,21,1,0.607142857,0
K11115075,21,1,0.619047619,0
M011181391,21,1,0.619047619,0
D131171309,21,1,0.666666667,0
G11115054,21,1,0.666666667,0
D41116517,21,1,0.69047619,0
L21115013,21,1,0.714285714,0
I11114062,21,1,0.738095238,0
K11115325,21,1,0.738095238,0
M011181366,21,1,0.738095238,0
L11115532,21,1,0.761904762,0
M011181376,21,1,0.761904762,0
D111181308,21,1,0.785714286,0
D11115015,21,1,0.80952381,0
D41115502,21,1,0.80952381,0
B11113390,21,1,0.880952381,0
D41115304,21,1,0.880952381,0
D111171012,21,1,0.928571429,0
G11115518,21,1,1.047619048,0
D111181507,21,1,1.071428571,0
D41115508,21,1,1.19047619,0
G41113308,21,1,1.214285714,0
G41113501,21,1,1.214285714,0
I11115352,21,1,1.238095238,0
G11115065,21,1,1.261904762,0
I11114009,21,1,1.261904762,0
M011181401,21,1,1.285714286,0
G41113513,21,1,1.357142857,0
D111181323,21,1,1.404761905,0
B11113407,21,1,1.428571429,0
D061181506,21,1,1.44047619,1
C021181333,21,1,1.476190476,1
D131181302,21,1,1.476190476,1
M011181508,21,1,1.523809524,1
D061181007,21,1,1.547619048,1
D111181509,21,1,1.666666667,1
K11115063,21,1,1.678571429,0
D061181343,21,1,1.69047619,1
M011181377,21,1,1.738095238,1
L11115520,21,1,1.75,0
D41116514,21,1,1.797619048,0
M011181345,21,1,1.976190476,1
D061181330,21,1,2,1
D111181321,21,1,2.047619048,1
M011181510,21,1,2.107142857,1
D061181318,21,1,2.166666667,1
A022181002,21,1,2.214285714,1
A022181009,21,1,2.214285714,1
A022181003,21,1,2.25,1
A022181007,21,1,2.25,1
D061181310,21,1,2.261904762,1
A022181008,21,1,2.285714286,1
B11113515,21,1,2.297619048,0
D131181510,21,1,2.369047619,1
M011181396,21,1,2.404761905,1
M011181333,21,1,2.476190476,1
D061181341,21,1,2.488095238,1
I11113501,21,1,2.511904762,0
B11113565,21,1,2.535714286,0
D061181331,21,1,2.535714286,1
D061181301,21,1,2.55952381,1
D131181322,21,1,2.55952381,1
M011181327,21,1,2.55952381,1
M011181368,21,1,2.607142857,1
D111181329,21,1,2.666666667,1
D061181510,21,1,2.69047619,1
I11115035,21,1,2.69047619,0
D061181502,21,1,2.726190476,1
D111181322,21,1,2.738095238,1
D41116508,21,1,2.761904762,0
D111181314,21,1,2.785714286,1
D131181328,21,1,2.785714286,1
I11116049,21,1,2.785714286,0
M011181523,21,1,2.785714286,1
D061181303,21,1,2.80952381,1
D061181317,21,1,2.833333333,1
D061181344,21,1,2.833333333,1
D111181328,21,1,2.833333333,1
D061181010,21,1,2.857142857,1
M011181336,21,1,2.857142857,1
M011181524,21,1,2.857142857,1
D061181305,21,1,2.880952381,1
D041171006,21,1,2.892857143,0
D131181501,21,1,2.892857143,1
H22114510,21,1,2.916666667,0
M011181036,21,1,2.94047619,1
D131181016,21,1,2.952380952,1
D061181509,21,1,2.964285714,1
G21114520,21,1,2.964285714,0
D061181308,21,1,2.976190476,1
D111181319,21,1,2.988095238,1
D061181309,21,1,3,1
D061181326,21,1,3.011904762,1
L21115316,21,1,3.011904762,1
M011181351,21,1,3.011904762,1
D061181314,21,1,3.023809524,1
D51115310,21,1,3.023809524,1
A21111121,21,1,3.035714286,1
D131181318,21,1,3.035714286,1
G31111266,21,1,3.035714286,1
M011181081,21,1,3.035714286,1
D061181307,21,1,3.047619048,1
D061181313,21,1,3.047619048,1
D131181506,21,1,3.047619048,1
D061181028,21,1,3.05952381,1
D111181504,21,1,3.05952381,1
D131181312,21,1,3.05952381,1
D131181324,21,1,3.05952381,1
D131181508,21,1,3.05952381,1
D061181350,21,1,3.071428571,1
D111181008,21,1,3.071428571,1
D131181018,21,1,3.071428571,1
D131181338,21,1,3.083333333,1
M011181320,21,1,3.095238095,1
D061181311,21,1,3.107142857,1
M011181070,21,1,3.107142857,1
M011181506,21,1,3.119047619,1
M011181522,21,1,3.119047619,1
D061181324,21,1,3.130952381,1
D111181327,21,1,3.130952381,1
F61113501,21,1,3.130952381,1
R021181323,21,1,3.130952381,1
D061181319,21,1,3.142857143,1
D061181328,21,1,3.142857143,1
D131181304,21,1,3.142857143,1
G31111012,21,1,3.142857143,1
D061181037,21,1,3.154761905,1
D061181039,21,1,3.154761905,1
D131181320,21,1,3.154761905,1
M011181058,21,1,3.154761905,1
M011181392,21,1,3.154761905,1
M011181513,21,1,3.154761905,1
D061181033,21,1,3.166666667,1
M011181349,21,1,3.166666667,1
D061181004,21,1,3.178571429,1
M011181521,21,1,3.178571429,1
D111181503,21,1,3.19047619,1
D131181504,21,1,3.19047619,1
D131181514,21,1,3.19047619,1
M011181067,21,1,3.19047619,1
M011181504,21,1,3.19047619,1
D061181032,21,1,3.202380952,1
D061181320,21,1,3.202380952,1
D061181333,21,1,3.214285714,1
D061181351,21,1,3.214285714,1
D061181504,21,1,3.214285714,1
M011181374,21,1,3.214285714,1
M011181512,21,1,3.214285714,1
M011181321,21,1,3.226190476,1
M011181386,21,1,3.226190476,1
M011181701,21,1,3.226190476,1
M011181313,21,1,3.238095238,1
D061181005,21,1,3.25,1
D061181325,21,1,3.25,1
D111181311,21,1,3.25,1
D111181320,21,1,3.25,1
D111181324,21,1,3.25,1
D131181007,21,1,3.25,1
M011181071,21,1,3.25,1
M011181316,21,1,3.25,1
D061181513,21,1,3.261904762,1
D111181313,21,1,3.261904762,1
D131181330,21,1,3.261904762,1
H22114502,21,1,3.261904762,1
M011181069,21,1,3.261904762,1
M011181314,21,1,3.261904762,1
M011181330,21,1,3.261904762,1
M011181389,21,1,3.261904762,1
D061181018,21,1,3.273809524,1
M011181326,21,1,3.273809524,1
M011181378,21,1,3.273809524,1
D061181306,21,1,3.285714286,1
D11115009,21,1,3.285714286,1
M011181356,21,1,3.285714286,1
D111181016,21,1,3.297619048,1
D131181024,21,1,3.297619048,1
D131181305,21,1,3.297619048,1
M011181014,21,1,3.297619048,1
D061181027,21,1,3.30952381,1
D131181004,21,1,3.30952381,1
F51111611,21,1,3.30952381,1
M011181332,21,1,3.30952381,1
M011181398,21,1,3.30952381,1
D061181505,21,1,3.321428571,1
D111181001,21,1,3.321428571,1
D131181001,21,1,3.321428571,1
D131181310,21,1,3.321428571,1
D131181332,21,1,3.321428571,1
D131181334,21,1,3.321428571,1
G31111262,21,1,3.321428571,1
D111181303,21,1,3.333333333,1
D131181022,21,1,3.333333333,1
D061181009,21,1,3.345238095,1
D061181316,21,1,3.345238095,1
D061181508,21,1,3.345238095,1
D111181317,21,1,3.345238095,1
D131181321,21,1,3.345238095,1
D131181335,21,1,3.345238095,1
G31111004,21,1,3.345238095,1
M011181079,21,1,3.345238095,1
M011181525,21,1,3.345238095,1
D061181006,21,1,3.357142857,1
D061181036,21,1,3.357142857,1
D061181701,21,1,3.357142857,1
D131181316,21,1,3.357142857,1
D131181317,21,1,3.357142857,1
G31111270,21,1,3.357142857,1
M011181054,21,1,3.357142857,1
M011181055,21,1,3.357142857,1
M011181339,21,1,3.357142857,1
M011181379,21,1,3.357142857,1
D061181015,21,1,3.369047619,1
D061181336,21,1,3.369047619,1
D111181505,21,1,3.369047619,1
M011181304,21,1,3.369047619,1
M011181325,21,1,3.369047619,1
M011181346,21,1,3.369047619,1
M011181372,21,1,3.369047619,1
M011181400,21,1,3.369047619,1
M011181515,21,1,3.369047619,1
D111181011,21,1,3.380952381,1
D111181304,21,1,3.380952381,1
D131181006,21,1,3.380952381,1
D131181301,21,1,3.380952381,1
D131181308,21,1,3.380952381,1
G31111274,21,1,3.380952381,1
M011181033,21,1,3.380952381,1
M011181074,21,1,3.380952381,1
M011181084,21,1,3.380952381,1
M011181307,21,1,3.380952381,1
M011181371,21,1,3.380952381,1
M011181399,21,1,3.380952381,1
M011181505,21,1,3.380952381,1
D061181017,21,1,3.392857143,1
D111181310,21,1,3.392857143,1
D131181010,21,1,3.392857143,1
D131181314,21,1,3.392857143,1
G31111255,21,1,3.392857143,1
M011181050,21,1,3.392857143,1
M011181352,21,1,3.392857143,1
D061181327,21,1,3.404761905,1
D061181339,21,1,3.404761905,1
D061181346,21,1,3.404761905,1
D111181013,21,1,3.404761905,1
D131181512,21,1,3.404761905,1
K012181094,21,1,3.404761905,1
M011181043,21,1,3.404761905,1
M011181060,21,1,3.404761905,1
M011181343,21,1,3.404761905,1
M011181370,21,1,3.404761905,1
M011181501,21,1,3.404761905,1
M011181517,21,1,3.404761905,1
D061181304,21,1,3.416666667,1
D061181321,21,1,3.416666667,1
D111181025,21,1,3.416666667,1
D111181309,21,1,3.416666667,1
D111181316,21,1,3.416666667,1
D131181025,21,1,3.416666667,1
M011181059,21,1,3.416666667,1
D061181024,21,1,3.428571429,1
D061181034,21,1,3.428571429,1
D061181340,21,1,3.428571429,1
D131181326,21,1,3.428571429,1
M011181052,21,1,3.428571429,1
M011181375,21,1,3.428571429,1
D061181008,21,1,3.44047619,1
D111181325,21,1,3.44047619,1
D111181502,21,1,3.44047619,1
D131181002,21,1,3.44047619,1
D131181509,21,1,3.44047619,1
M011181072,21,1,3.44047619,1
M011181077,21,1,3.44047619,1
M011181511,21,1,3.44047619,1
D061181337,21,1,3.452380952,1
D131181014,21,1,3.452380952,1
G31111013,21,1,3.452380952,1
M011181306,21,1,3.452380952,1
M011181310,21,1,3.452380952,1
M011181328,21,1,3.452380952,1
M011181342,21,1,3.452380952,1
D061181312,21,1,3.464285714,1
D111181002,21,1,3.464285714,1
D111181506,21,1,3.464285714,1
D131181303,21,1,3.464285714,1
D131181502,21,1,3.464285714,1
G31111903,21,1,3.464285714,1
M011181053,21,1,3.464285714,1
M011181068,21,1,3.464285714,1
D061181003,21,1,3.476190476,1
D061181503,21,1,3.476190476,1
D131181017,21,1,3.476190476,1
G31111905,21,1,3.476190476,1
M011181363,21,1,3.476190476,1
D111181501,21,1,3.488095238,1
D131181012,21,1,3.488095238,1
M011181031,21,1,3.488095238,1
M011181045,21,1,3.488095238,1
M011181061,21,1,3.488095238,1
D061181020,21,1,3.5,1
D111181023,21,1,3.5,1
D131181013,21,1,3.5,1
D131181325,21,1,3.5,1
E31111279,21,1,3.5,1
M011181057,21,1,3.5,1
M011181302,21,1,3.5,1
M011181309,21,1,3.5,1
D061181019,21,1,3.511904762,1
D061181023,21,1,3.511904762,1
D061181031,21,1,3.511904762,1
D061181501,21,1,3.511904762,1
D111181302,21,1,3.511904762,1
D111181315,21,1,3.511904762,1
D111181508,21,1,3.511904762,1
D131181009,21,1,3.511904762,1
M011181022,21,1,3.511904762,1
M011181076,21,1,3.511904762,1
M011181078,21,1,3.511904762,1
D061181035,21,1,3.523809524,1
D111181003,21,1,3.523809524,1
D111181007,21,1,3.523809524,1
D131181306,21,1,3.523809524,1
F51111623,21,1,3.523809524,1
G31111265,21,1,3.523809524,1
K011181708,21,1,3.523809524,1
M011181073,21,1,3.523809524,1
M011181323,21,1,3.523809524,1
M011181347,21,1,3.523809524,1
M011181348,21,1,3.523809524,1
M011181373,21,1,3.523809524,1
M011181380,21,1,3.523809524,1
R021181309,21,1,3.523809524,1
R021181313,21,1,3.523809524,1
E31111005,21,1,3.535714286,1
M011181042,21,1,3.535714286,1
M011181056,21,1,3.535714286,1
